genus	family	notes
Trichocolea	Trichocoleaceae	
Trichodiadema	Aizoaceae	
Trichopetalum	Asparagaceae	
Trichophorum	Cyperaceae	
Trichosanthes	Cucurbitaceae	
Trichostema	Lamiaceae	
Tricuspidaria	Elaeocarpaceae	
Tricyrtis	Liliaceae	
Tridens	Poaceae	
Trientalis	Primulaceae	
Trifolium	Papilionaceae	
Triglochin	Juncaginaceae	
Trigonella	Papilionaceae	
Trigonotis	Boraginaceae	
Trillidium	Trilliaceae	
Trillium	Melanthiaceae	
Trinia	Apiaceae	
Triosteum	Caprifoliaceae	
Tripetaleia	Ericaceae	
Tripleurospermum	Asteraceae	
Tripogandra	Commelinaceae	
Tripolium	Asteraceae	
Tripsacum	Poaceae	
Tripterospermum	Gentianaceae	
Tripterygium	Celastraceae	
Trisetum	Poaceae	
Trismeria	Adiantaceae	
Tristagma	Alliaceae	
Tristania	Myrtaceae	
Tristaniopsis	Myrtaceae	
Tristellateia	Malpighiaceae	
Triteleia	Asparagaceae	
Trithrinax	Arecaceae	
Triticum	Poaceae	
Tritoma	Asphodelaceae	
Tritonia	Iridaceae	
Tritoniopsis	Iridaceae	
Trixis	Asteraceae	
Trochetiopsis	Malvaceae	
Trochiscanthes	Apiaceae	
Trochocarpa	Ericaceae	
Trochodendron	Trochodendraceae	
Trollius	Ranunculaceae	
Tropaeolum	Tropaeolaceae	
Trymalium	Rhamnaceae	
Tsoongiodendron	Magnoliaceae	
Tsuga	Pinaceae	
Tsusiophyllum	Ericaceae	
Tuberaria	Cistaceae	
Tulbaghia	Alliaceae	
Tulipa	Liliaceae	
Tunica	Caryophyllaceae	
Tupistra	Asparagaceae	
Turbina	Convolvulaceae	
Turnera	Passifloraceae	
Turpinia	Staphyleaceae	
Turraea	Meliaceae	
Turritis	Brassicaceae	
Tussilago	Asteraceae	
Tutcheria	Theaceae	
Tweedia	Apocynaceae	
Tylecodon	Crassulaceae	
Tylophora	Apocynaceae	
Typha	Typhaceae	
Typhonium	Araceae	
Typhonodorum	Araceae	
Uapaca	Euphorbiaceae	
Uccerodendron	Hamamelidaceae	
Ugni	Myrtaceae	
Ulex	Papilionaceae	
Ullucus	Basellaceae	
Ulmus	Ulmaceae	
Umbellularia	Lauraceae	
Umbilicus	Crassulaceae	
Uncinia	Cyperaceae	
Ungnadia	Sapindaceae	
Uniola	Poaceae	
Unk.begoniaceae	Begoniaceae	
Urceolina	Amaryllidaceae	
Urechites	Apocynaceae	
Urginea	Asparagaceae	
Urospermum	Asteraceae	
Ursinia	Asteraceae	
Urtica	Urticaceae	
Utricularia	Lentibulariaceae	
Uvularia	Colchicaceae	
Vaccaria	Caryophyllaceae	
Vaccinium	Ericaceae	
Vachellia	Leguminosae	
Vagaria	Amaryllidaceae	
Valeriana	Caprifoliaceae	
Valerianella	Caprifoliaceae	
Vallea	Elaeocarpaceae	
Vallisneria	Hydrocharitaceae	
Vallota	Amaryllidaceae	
Vancouveria	Berberidaceae	
Vania	Brassicaceae	
Vasconcellea	Caricaceae	
Veitchia	Arecaceae	
Vella	Brassicaceae	
Velleia	Goodeniaceae	
Vellozia	Velloziaceae	
Veltheimia	Asparagaceae	
Venidioarctotis	Asteraceae	
Venidium	Asteraceae	
Veratrilla	Gentianaceae	
Veratrum	Melanthiaceae	
Verbascum	Scrophulariaceae	
Verbena	Verbenaceae	
Verbesina	Asteraceae	
Vernicia	Euphorbiaceae	
Vernonia	Asteraceae	
Veronica	Plantaginaceae	
Veronicastrum	Plantaginaceae	
Verschaffeltia	Arecaceae	
Verticordia	Myrtaceae	
Vesalea	Caprifoliaceae	
Vestia	Solanaceae	
Vetiveria	Poaceae	
Viburnum	Adoxaceae	
Vicia	Papilionaceae	
Victoria	Nymphaeaceae	
Vigna	Papilionaceae	
Viguiera	Asteraceae	
Villadia	Crassulaceae	
Villaresia	Icacinaceae	
Villarsia	Menyanthaceae	
Viminaria	Papilionaceae	
Vinca	Apocynaceae	
Vincetoxicum	Apocynaceae	
Viola	Violaceae	
Viscaria	Caryophyllaceae	
Viscum	Santalaceae	
Visnaga	Apiaceae	
Vitaliana	Primulaceae	
Vitex	Lamiaceae	
Vitis	Vitaceae	
Vittadinia	Asteraceae	
Vriesea	Bromeliaceae	
Wachendorfia	Haemodoraceae	
Wahlenbergia	Campanulaceae	
Walafrida	Scrophulariaceae	
Waldsteinia	Rosaceae	
Wallichia	Arecaceae	
Wasabia	Brassicaceae	
Washingtonia	Arecaceae	
Watsonia	Iridaceae	
Wattakaka	Apocynaceae	
Wedelia	Asteraceae	
Weigela	Caprifoliaceae	
Weingartia	Cactaceae	
Weinmannia	Cunoniaceae	
Weldenia	Commelinaceae	
Werneria	Asteraceae	
Westringia	Lamiaceae	
Wettinia	Arecaceae	
Whiteheadia	Asparagaceae	
Whitfieldia	Acanthaceae	
Widdringtonia	Cupressaceae	
Wigandia	Boraginaceae	
Wikstroemia	Thymelaeaceae	
Wilkesia	Asteraceae	
Willdenowia	Restionaceae	
Wisteria	Papilionaceae	
Withania	Solanaceae	
Wittsteinia	Alseuosmiaceae	
Wodyetia	Arecaceae	
Wollemia	Araucariaceae	
Woodsia	Woodsiaceae	
Woodwardia	Blechnaceae	
Worsleya	Amaryllidaceae	
Wulfenia	Plantaginaceae	
Wurmbea	Colchicaceae	
Wyethia	Asteraceae	
Xanthisma	Asteraceae	
Xanthium	Asteraceae	
Xanthoceras	Sapindaceae	
Xanthocyparis	Cupressaceae	
Xanthophthalmum	Asteraceae	
Xanthorhiza	Ranunculaceae	
Xanthorrhoea	Xanthorrhoeaceae	
Xanthosoma	Araceae	
Xerochrysum	Asteraceae	
Xerodraba	Brassicaceae	
Xeronema	Xeronemataceae	
Xerophyllum	Melanthiaceae	
Xerophyta	Velloziaceae	
Xylorhiza	Asteraceae	
Xylosma	Flacourtiaceae	
Xylotheca	Flacourtiaceae	
Xyris	Xyridaceae	
Xysmalobium	Apocynaceae	
Ypsilandra	Melanthiaceae	
Yucca	Asparagaceae	
Yushania	Poaceae	
Zabelia	Caprifoliaceae	
Zaluzianskya	Scrophulariaceae	
Zamia	Zamiaceae	
Zamioculcas	Araceae	
Zantedeschia	Araceae	
Zanthorhiza	Ranunculaceae	
Zanthoxylum	Rutaceae	
Zauschneria	Onagraceae	
Zea	Poaceae	
Zebrina	Commelinaceae	
Zehneria	Cucurbitaceae	
Zelkova	Ulmaceae	
Zenobia	Ericaceae	
Zephyranthes	Amaryllidaceae	
Zexmenia	Asteraceae	
Zieria	Rutaceae	
Zigadenus	Melanthiaceae	
Zingiber	Zingiberaceae	
Zinnia	Asteraceae	
Zizania	Poaceae	
Zizia	Apiaceae	
Ziziphora	Lamiaceae	
Ziziphus	Rhamnaceae	
Zosima	Apiaceae	
Zoysia	Poaceae	
